timestamp,open,high,low,close,volume
2024-09-27,0.9889,0.9889,0.9889,0.9889,0
2024-09-26,0.9889,0.9889,0.9889,0.9889,0
2024-09-25,0.9889,0.9889,0.9889,0.9889,0
2024-09-24,0.9889,0.9889,0.9889,0.9889,0
2024-09-23,0.9889,0.9889,0.9889,0.9889,0
2024-09-20,0.9889,0.9889,0.9889,0.9889,0
2024-09-19,0.9889,0.9889,0.9889,0.9889,18
2024-09-18,0.9889,0.9889,0.9889,0.9889,0
2024-09-17,0.9889,0.9889,0.9889,0.9889,0
2024-09-16,0.9889,0.9889,0.9889,0.9889,22
2024-09-13,0.9889,0.9889,0.9889,0.9889,0
2024-09-12,0.9889,0.9889,0.9889,0.9889,0
2024-09-11,0.9889,0.9889,0.9889,0.9889,4
2024-09-10,0.9889,0.9889,0.9889,0.9889,0
2024-09-09,0.9889,0.9889,0.9889,0.9889,0
2024-09-06,0.9889,0.9889,0.9889,0.9889,1
2024-09-05,0.9889,0.9889,0.9889,0.9889,0
2024-09-04,0.9889,0.9889,0.9889,0.9889,4
2024-09-03,0.9889,0.9889,0.9889,0.9889,0
2024-08-30,0.9889,0.9889,0.9889,0.9889,4
2024-08-29,0.9889,0.9889,0.9889,0.9889,4
2024-08-28,0.9889,0.9889,0.9889,0.9889,0
2024-08-27,0.9889,0.9889,0.9889,0.9889,0
2024-08-26,0.9889,0.9889,0.9889,0.9889,0
2024-08-23,0.9889,0.9889,0.9889,0.9889,0
2024-08-22,0.9889,0.9889,0.9889,0.9889,4
2024-08-21,0.9889,0.9889,0.9889,0.9889,0
2024-08-20,0.9889,0.9889,0.9889,0.9889,0
2024-08-19,0.9889,0.9889,0.9889,0.9889,603
2024-08-16,0.6220,0.6220,0.6220,0.6220,0
2024-08-15,0.6220,0.6220,0.6220,0.6220,0
2024-08-14,0.6220,0.6220,0.6220,0.6220,0
2024-08-13,0.6220,0.6220,0.6220,0.6220,0
2024-08-12,0.6220,0.6220,0.6220,0.6220,0
2024-08-09,0.6220,0.6220,0.6220,0.6220,0
2024-08-08,0.6220,0.6220,0.6220,0.6220,0
2024-08-07,0.6220,0.6220,0.6220,0.6220,0
2024-08-06,0.6220,0.6220,0.6220,0.6220,0
2024-08-05,0.6220,0.6220,0.6220,0.6220,0
2024-08-02,0.6220,0.6220,0.6220,0.6220,0
2024-08-01,0.6220,0.6220,0.6220,0.6220,1
2024-07-31,0.6220,0.6220,0.6220,0.6220,0
2024-07-30,0.6220,0.6220,0.6220,0.6220,310
2024-07-29,0.6000,0.6000,0.6000,0.6000,0
2024-07-26,0.6000,0.6000,0.6000,0.6000,0
2024-07-25,0.6000,0.6000,0.6000,0.6000,0
2024-07-24,0.6000,0.6000,0.6000,0.6000,0
2024-07-23,0.6000,0.6000,0.6000,0.6000,0
2024-07-22,0.6000,0.6000,0.6000,0.6000,4
2024-07-19,0.6000,0.6000,0.6000,0.6000,0
2024-07-18,0.6000,0.6000,0.6000,0.6000,0
2024-07-17,0.6000,0.6000,0.6000,0.6000,0
2024-07-16,0.6000,0.6000,0.6000,0.6000,502
2024-07-15,0.9000,0.9000,0.9000,0.9000,0
2024-07-12,0.9000,0.9000,0.9000,0.9000,0
2024-07-11,0.9000,0.9000,0.9000,0.9000,0
2024-07-10,0.9000,0.9000,0.9000,0.9000,0
2024-07-09,0.9000,0.9000,0.9000,0.9000,0
2024-07-08,0.5000,0.5000,0.5000,0.5000,235
2024-07-05,0.5000,0.5000,0.5000,0.5000,0
2024-07-03,0.5000,0.5000,0.5000,0.5000,0
2024-07-02,0.5000,0.5000,0.5000,0.5000,0
2024-07-01,0.5000,0.5000,0.5000,0.5000,0
2024-06-28,0.5000,0.5000,0.5000,0.5000,0
2024-06-27,0.5000,0.5000,0.5000,0.5000,0
2024-06-26,0.5000,0.5000,0.5000,0.5000,0
2024-06-25,0.5000,0.5000,0.5000,0.5000,0
2024-06-24,0.5000,0.5000,0.5000,0.5000,0
2024-06-21,0.5000,0.5000,0.5000,0.5000,0
2024-06-20,0.5000,0.5000,0.5000,0.5000,235
2024-06-18,0.3776,0.3776,0.3776,0.3776,0
